Паўднёвая	ADJ
Карэя	PROPN
хоча	VERB
інвеставаць	VERB
у	ADP
беларускую	ADJ
эканоміку	NOUN

Найбуйнейшая	ADJ
юрыдычная	ADJ
карпарацыя	NOUN
Паўднёвай	ADJ
Карэі	PROPN
Daeryook	X
&amp;	SYM
Aju	X
Internatonal	X
Law	X
Firm	X
зацікавілася	VERB
інвестыцыйнымі	ADJ
магчымасцямі	NOUN
эканомікі	NOUN
Беларусі	PROPN
.	PUNCT

У	ADP
ходзе	NOUN
візіту	NOUN
беларускай	ADJ
дэлегацыі	NOUN
ў	ADP
Сеул	PROPN
16	ADJ
сакавіка	NOUN
кампанія	NOUN
падпісала	VERB
мемарандум	NOUN
аб	ADP
узаемаразуменні	NOUN
з	ADP
Нацыянальным	ADJ
агенцтвам	NOUN
інвестыцый	NOUN
і	CCONJ
прыватызацыі	NOUN
Беларусі	PROPN
.	PUNCT

Як	SCONJ
растлумачылі	VERB
Тэлеграфу	PROPN
ў	ADP
міністэрстве	NOUN
эканомікі	NOUN
Беларусі	PROPN
,	PUNCT
адным	DET
з	ADP
прыярытэтных	ADJ
напрамкаў	NOUN
работы	NOUN
Daeryook	X
&amp;	SYM
Aju	X
Internatonal	X
Law	X
Firm	X
з'яўляецца	VERB
юрыдычнае	ADJ
суправаджэнне	NOUN
замежнай	ADJ
экспансіі	NOUN
карэйскага	ADJ
бізнэсу	NOUN
.	PUNCT

"	PUNCT
Эксперты	NOUN
кампаніі	NOUN
валодаюць	VERB
вялікім	ADJ
вопытам	NOUN
угодаў	NOUN
з	ADP
удзелам	NOUN
карэйскага	ADJ
капіталу	NOUN
па	ADP
стварэнні	NOUN
сумесных	ADJ
прадпрыемстваў	NOUN
,	PUNCT
энергетычных	ADJ
праектау	NOUN
,	PUNCT
праектнага	ADJ
фінансавання	NOUN
.	PUNCT

Акрамя	ADP
цэнтральнага	ADJ
офіса	NOUN
ў	ADP
Сеуле	PROPN
,	PUNCT
Daeryook	X
&amp;	SYM
Aju	X
Internatonal	X
Law	X
Firm	X
мае	VERB
свае	DET
прадстаўніцтвы	NOUN
ў	ADP
Еўрасаюзе	PROPN
,	PUNCT
Кітаі	PROPN
,	PUNCT
Расіі	PROPN
і	CCONJ
ЗША	PROPN
"	PUNCT
,	PUNCT
--	PUNCT
распавялі	VERB
ў	ADP
мінэканомікі	NOUN
.	PUNCT

Паводле	ADP
дасягнутых	VERB
дамоўленасцяў	NOUN
,	PUNCT
Нацыянальнае	ADJ
агенцтва	NOUN
інвестыцый	NOUN
і	CCONJ
прыватызацыі	NOUN
Беларусі	PROPN
і	CCONJ
Daeryook	X
&amp;	SYM
Aju	X
Internatonal	X
Law	X
Firm	X
маюць	VERB
намер	NOUN
праводзіць	VERB
двухбаковыя	ADJ
кансультацыі	NOUN
і	CCONJ
абмен	NOUN
інфармацыяй	NOUN
з	ADP
мэтай	NOUN
вывучэння	NOUN
магчымасцяў	NOUN
прыцягнення	NOUN
прамых	ADJ
замежных	ADJ
інвестыцый	NOUN
у	ADP
Беларусь	PROPN
.	PUNCT

Як	SCONJ
распавялі	VERB
ў	ADP
міністэрстве	NOUN
эканомікі	NOUN
,	PUNCT
у	ADP
рамках	NOUN
цяперашняга	ADJ
візіту	NOUN
ў	ADP
Сеул	PROPN
дырэктар	NOUN
Нацыянальнага	ADJ
агенцтва	NOUN
інвестыцый	NOUN
і	CCONJ
прыватызацыі	NOUN
Дзмітры	PROPN
Клеўжыц	PROPN
прэзентаваў	VERB
інвестыцыйныя	ADJ
магчымасці	NOUN
Беларусі	PROPN
і	CCONJ
правёў	VERB
перамовы	NOUN
з	ADP
намеснікам	NOUN
міністра	NOUN
інтэлектуальнай	ADJ
эканомікі	NOUN
Рэспублікі	NOUN
Карэя	PROPN
Мун	PROPN
Чжэ	PROPN
До	PROPN
,	PUNCT
віцэ-прэзідэнтам	NOUN
Карэйскага	ADJ
агенцтва	NOUN
па	ADP
прасоўванні	NOUN
гандлю	NOUN
і	CCONJ
інвестыцый	NOUN
(	PUNCT
KOTRA	X
)	PUNCT
О	PROPN
Сон	PROPN
Гынам	PROPN
і	CCONJ
радам	NOUN
мясцовых	ADJ
бізнэсоўцаў	NOUN
.	PUNCT

Бакі	NOUN
абмеркавалі	VERB
перспектывы	NOUN
інвестсупрацоўніцтва	NOUN
Беларусі	PROPN
з	ADP
карэйскімі	ADJ
кампаніямі	NOUN
ў	ADP
сферах	NOUN
транспартнай	ADJ
інфраструктуры	NOUN
,	PUNCT
нафтахіміі	NOUN
,	PUNCT
машынабудавання	NOUN
,	PUNCT
фармацэўтыкі	NOUN
і	CCONJ
медыцыны	NOUN
.	PUNCT

У	ADP
Рэчыцы	PROPN
п'яны	ADJ
мужчына	NOUN
гуляў	VERB
па	ADP
лёдзе	NOUN
ў	ADP
трусах	NOUN
і	CCONJ
патануў	VERB

Жыхар	NOUN
Рэчыцы	PROPN
,	PUNCT
які	PRON
адпачываў	VERB
18	ADJ
сакавіка	NOUN
з	ADP
кампаніяй	NOUN
на	ADP
беразе	NOUN
Бярэзіны	PROPN
,	PUNCT
праваліўся	VERB
пад	ADP
лёд	NOUN
і	CCONJ
патануў	VERB
.	PUNCT

Ён	PRON
шмат	ADV
выпіў	VERB
,	PUNCT
распрануўся	VERB
да	ADP
трусоў	NOUN
і	CCONJ
пайшоў	VERB
па	ADP
тонкім	ADJ
лёдзе	NOUN
,	PUNCT
не	PART
рэагуючы	VERB
на	ADP
просьбы	NOUN
сяброў	NOUN
вярнуцца	VERB
.	PUNCT

Лёд	NOUN
пад	ADP
мужчынам	NOUN
праламаўся	VERB
,	PUNCT
ён	PRON
імгненна	ADV
пайшоў	VERB
пад	ADP
ваду	NOUN
.	PUNCT

Чацвёра	NUM
сяброў	NOUN
не	PART
змаглі	VERB
яго	PRON
выратаваць	VERB
.	PUNCT

Як	SCONJ
адзначыў	VERB
прадстаўнік	NOUN
УУС	NOUN
Гомельскага	ADJ
аблвыканкама	NOUN
Анатоль	PROPN
Васільеў	PROPN
,	PUNCT
аналіз	NOUN
няшчасных	ADJ
выпадкаў	NOUN
у	ADP
рэк	NOUN
і	CCONJ
вадаёмаў	NOUN
,	PUNCT
якія	PRON
адбыліся	VERB
ў	ADP
гэтым	DET
годзе	NOUN
,	PUNCT
паказаў	VERB
,	PUNCT
што	SCONJ
большасць	NOUN
патанулых	VERB
былі	AUX
ў	ADP
стане	NOUN
алкагольнага	ADJ
ап'янення	NOUN
.	PUNCT

Таму	ADV
яны	PRON
не	PART
аддавалі	VERB
справаздачы	NOUN
ў	ADP
сваіх	DET
дзеяннях	NOUN
і	CCONJ
не	PART
маглі	VERB
рэальна	ADV
ацаніць	VERB
небяспеку	NOUN
і	CCONJ
разлічыць	VERB
свае	DET
сілы	NOUN
ў	ADP
крытычнай	ADJ
сітуацыі	NOUN
,	PUNCT
сказаў	VERB
ён	PRON
.	PUNCT

У	ADP
сувязі	NOUN
з	ADP
гэтым	PRON
ва	ADP
УУС	NOUN
Гомельскага	ADJ
аблвыканкама	NOUN
нагадалі	VERB
,	PUNCT
што	SCONJ
распіванне	NOUN
алкаголю	NOUN
або	CCONJ
з'яўленне	NOUN
ў	ADP
грамадскім	ADJ
месцы	NOUN
ў	ADP
п'яным	ADJ
выглядзе	NOUN
,	PUNCT
у	ADP
тым	DET
ліку	NOUN
і	PART
ў	ADP
месцах	NOUN
адпачынку	NOUN
ля	ADP
вадаёмаў	NOUN
,	PUNCT
з'яўляецца	VERB
адміністрацыйным	ADJ
правапарушэннем	NOUN
і	CCONJ
цягне	VERB
пакаранне	NOUN
штрафам	NOUN
да	ADP
васьмі	NUM
базавых	ADJ
велічынь	NOUN
.	PUNCT

Акрамя	ADP
таго	PRON
,	PUNCT
купанне	NOUN
дазволена	VERB
толькі	PART
ў	ADP
спецыяльна	ADV
адведзеных	VERB
і	CCONJ
абсталяваных	VERB
месцах	NOUN
.	PUNCT

Як	SCONJ
перадаваў	VERB
Тэлеграф	PROPN
,	PUNCT
у	ADP
Лепельскім	ADJ
раёне	NOUN
ў	ADP
рацэ	NOUN
6	ADJ
сакавіка	NOUN
патанула	VERB
шасцігадовая	ADJ
дзяўчынка	NOUN
,	PUNCT
якая	PRON
пайшла	VERB
да	ADP
вадаёма	NOUN
гуляць	VERB
разам	ADV
з	ADP
сяброўкай	NOUN
.	PUNCT

Чэшская	ADJ
перакладчыца	NOUN
:	PUNCT
я	PRON
не	PART
веру	VERB
ў	ADP
патрыятызм	NOUN
без	ADP
роднай	ADJ
мовы	NOUN

Ужо	ADV
месяц	NOUN
,	PUNCT
як	SCONJ
на	ADP
Тэлеграфе	PROPN
існуе	VERB
рубрыка	NOUN
,	PUNCT
прымеркаваная	VERB
да	ADP
Міжнароднага	ADJ
дня	NOUN
роднай	ADJ
мовы	NOUN
,	PUNCT
удзельнікамі	NOUN
якога	PRON
з'яўляюцца	VERB
грамадзяне	NOUN
іншых	ADJ
краін	NOUN
,	PUNCT
якія	PRON
адмыслова	ADV
і	CCONJ
самастойна	ADV
вывучылі	VERB
беларускую	ADJ
мову	NOUN
.	PUNCT

Сёння	ADV
вашай	DET
увазе	NOUN
мы	PRON
прапануем	VERB
інтэрв'ю	NOUN
чэшскай	ADJ
перакладчыцы	NOUN
,	PUNCT
арнітолага	NOUN
Святланы	PROPN
Уранавай	PROPN
(	PUNCT
Světlana	X
Vránová	X
)	PUNCT
.	PUNCT

Telegraf.by	X
:	PUNCT
Чым	PRON
вас	PRON
зацікавіла	VERB
беларуская	ADJ
мова	NOUN
?	PUNCT

Уранава	PROPN
:	PUNCT
Першае	ADJ
,	PUNCT
што	PRON
мяне	PRON
зацікавіла	VERB
,	PUNCT
было	AUX
тое	PRON
,	PUNCT
што	SCONJ
я	PRON
яе	PRON
нідзе	ADV
не	PART
чула	VERB
.	PUNCT

Я	PRON
прыехала	VERB
ўпершыню	ADV
ў	ADP
Беларусь	PROPN
і	CCONJ
паўсюль	ADV
чула	VERB
толькі	PART
расейскую	ADJ
.	PUNCT

Гэта	PRON
было	AUX
вельмі	ADV
дзіўна	ADJ
,	PUNCT
і	CCONJ
мне	PRON
гэта	PRON
не	PART
падабалася	VERB
.	PUNCT

Другое	ADJ
,	PUNCT
чым	PRON
яна	PRON
мяне	PRON
зацікавіла	VERB
,	PUNCT
было	AUX
тое	PRON
,	PUNCT
што	SCONJ
я	PRON
магла	VERB
адразу	ADV
ўсё	PRON
разумець	VERB
.	PUNCT

Калі	SCONJ
я	PRON
ўрэшце	ADV
сустрэла	VERB
беларускамоўных	ADJ
людзей	NOUN
,	PUNCT
у	ADP
мяне	PRON
не	PART
было	AUX
ніякіх	DET
праблемаў	NOUN
іх	PRON
разумець	VERB
.	PUNCT

І	CCONJ
трэцяе	ADJ
,	PUNCT
што	SCONJ
я	PRON
заўважыла	VERB
з	ADP
вялікім	ADJ
здзіўленнем	NOUN
,	PUNCT
было	AUX
тое	PRON
,	PUNCT
як	ADV
шмат	ADV
у	ADP
чым	PRON
беларуская	ADJ
мова	NOUN
падобная	ADJ
да	ADP
польскай	ADJ
!	PUNCT

Я	PRON
вельмі	ADV
добра	ADV
ведаю	VERB
расейскую	ADJ
,	PUNCT
але	CCONJ
таксама	PART
і	PART
польскую	ADJ
мову	NOUN
.	PUNCT

Раней	ADV
я	PRON
чула	VERB
(	PUNCT
а	CCONJ
на	ADP
самой	ADJ
справе	NOUN
,	PUNCT
сустракаюся	VERB
з	ADP
гэтым	DET
меркаваннем	NOUN
пастаянна	ADV
)	PUNCT
,	PUNCT
што	SCONJ
беларуская	ADJ
мова	NOUN
--	PUNCT
гэта	PART
такая	DET
“	PUNCT
дзіўная	ADJ
”	PUNCT
расейская	ADJ
.	PUNCT

Але	CCONJ
,	PUNCT
на	ADP
мой	DET
погляд	NOUN
,	PUNCT
калі	SCONJ
ўжо	PART
казаць	VERB
,	PUNCT
што	SCONJ
яна	PRON
“	PUNCT
дзіўная	ADJ
”	PUNCT
(	PUNCT
але	CCONJ
я	PRON
яе	PRON
дзіўнай	ADJ
зусім	ADV
не	PART
лічу	VERB
!	PUNCT
)	PUNCT
,	PUNCT
то	SCONJ
яна	PRON
хутчэй	ADV
“	PUNCT
дзіўная	ADJ
польская	ADJ
”	PUNCT
.	PUNCT

Telegraf.by	X
:	PUNCT
Чаму	ADV
вы	PRON
вырашылі	VERB
вывучаць	VERB
беларускую	ADJ
мову	NOUN
?	PUNCT

Вранава	PROPN
:	PUNCT
Беларусы	NOUN
мне	PRON
расказвалі	VERB
аб	ADP
сваёй	DET
слаўнай	ADJ
гісторыі	NOUN
.	PUNCT

Расказвалі	VERB
таксама	ADV
пра	ADP
крыўды	NOUN
,	PUNCT
выкліканыя	VERB
рускімі	NOUN
.	PUNCT

Гаварылі	VERB
,	PUNCT
што	SCONJ
рускія	NOUN
скралі	VERB
ў	ADP
беларусаў	NOUN
гісторыю	NOUN
,	PUNCT
культуру	NOUN
,	PUNCT
рэлігію	NOUN
,	PUNCT
мову	NOUN
,	PUNCT
частку	NOUN
краіны	NOUN
...	PUNCT

Гаварылі	VERB
,	PUNCT
што	SCONJ
яны	PRON
вельмі	ADV
добра	ADV
разумеюць	VERB
,	PUNCT
як	ADV
сябе	PRON
адчувалі	VERB
чэхі	NOUN
пасля	ADP
1968	ADJ
году	NOUN
,	PUNCT
таму	ADV
што	SCONJ
Беларусь	PROPN
знаходзіцца	VERB
пад	ADP
пастаяннай	ADJ
акупацыяй	NOUN
.	PUNCT

Для	ADP
мяне	PRON
гэта	PRON
ўсё	DET
было	AUX
вельмі	ADV
цікава	ADJ
,	PUNCT
але	CCONJ
я	PRON
не	PART
магла	VERB
зразумець	VERB
,	PUNCT
чаму	ADV
яны	PRON
мне	PRON
пра	ADP
ўсё	DET
гэта	PRON
кажуць	VERB
на	ADP
мове	NOUN
сваіх	DET
,	PUNCT
як	SCONJ
яны	PRON
гавораць	VERB
,	PUNCT
ворагаў	NOUN
?	PUNCT

Калі	SCONJ
я	PRON
іх	PRON
запытвала	VERB
,	PUNCT
чаму	ADV
яны	PRON
гавораць	VERB
,	PUNCT
што	SCONJ
любяць	VERB
сваю	DET
краіну	NOUN
,	PUNCT
шануюць	VERB
гісторыю	NOUN
,	PUNCT
не	PART
любяць	VERB
рускіх	ADJ
--	PUNCT
але	CCONJ
размаўляюць	VERB
па-расейску	ADV
,	PUNCT
а	CCONJ
не	PART
па-беларуску	ADV
,	PUNCT
я	PRON
чула	VERB
вельмі	ADV
дзіўныя	ADJ
адказы	NOUN
:	PUNCT
гэта	PRON
ўжо	ADV
немагчыма	ADJ
...	PUNCT

Задоўга	ADV
працягваецца	VERB
русіфікацыя	NOUN
...	PUNCT

Сёння	ADV
ніхто	PRON
ўжо	ADV
не	PART
размаўляе	VERB
на	ADP
беларускай	ADJ
мове	NOUN
,	PUNCT
трэба	VERB
з	ADP
гэтым	PRON
прымірыцца	VERB
...	PUNCT

Мова	NOUN
не	PART
важная	ADJ
,	PUNCT
важна	ADJ
адчуваць	VERB
сабе	PRON
беларусам	NOUN
...	PUNCT

У	ADP
школе	NOUN
нас	PRON
беларускай	ADJ
вучаць	VERB
замала	ADV
...	PUNCT

Я	PRON
не	PART
магла	VERB
з	ADP
гэтым	PRON
пагадзіцца	VERB
.	PUNCT

Я	PRON
не	PART
веру	VERB
ў	ADP
патрыятызм	NOUN
без	ADP
роднай	ADJ
мовы	NOUN
,	PUNCT
не	PART
веру	VERB
ў	ADP
адраджэнне	NOUN
нацыі	NOUN
з	ADP
замежнай	ADJ
мовай	NOUN
і	CCONJ
не	PART
веру	VERB
ў	ADP
тое	PRON
,	PUNCT
што	SCONJ
чалавек	NOUN
,	PUNCT
які	PRON
атрымаў	VERB
хоць	PART
нейкія	DET
асновы	NOUN
беларускай	ADJ
мовы	NOUN
ў	ADP
школе	NOUN
,	PUNCT
не	PART
можа	VERB
размаўляць	VERB
па-беларуску	ADV
,	PUNCT
калі	SCONJ
хоча	VERB
.	PUNCT

Я	PRON
перакананая	ADJ
,	PUNCT
што	SCONJ
кожны	DET
беларус	NOUN
можа	VERB
ў	ADP
любы	DET
момант	NOUN
прыняць	VERB
рашэнне	NOUN
і	CCONJ
пачаць	VERB
размаўляць	VERB
па-беларуску	ADV
.	PUNCT

Думаю	VERB
,	PUNCT
што	SCONJ
правільны	ADJ
адказ	NOUN
тут	ADV
не	PART
“	PUNCT
гэта	PRON
немагчыма	ADJ
”	PUNCT
,	PUNCT
але	CCONJ
“	PUNCT
нам	PRON
не	PART
хочаца	VERB
”	PUNCT
.	PUNCT

Ну	PART
,	PUNCT
і	CCONJ
таму	ADV
я	PRON
вырашыла	VERB
вывучыць	VERB
вашую	DET
мову	NOUN
.	PUNCT

Каб	SCONJ
паказаць	VERB
,	PUNCT
што	SCONJ
нават	PART
за	ADP
мяжой	NOUN
,	PUNCT
нават	SCONJ
іншаземец	NOUN
,	PUNCT
які	PRON
не	PART
мае	VERB
ніякіх	DET
асноваў	NOUN
са	ADP
школы	NOUN
,	PUNCT
можа	VERB
навучыцца	VERB
.	PUNCT

Калі	SCONJ
я	PRON
была	VERB
другі	ADJ
раз	NOUN
у	ADP
Беларусі	PROPN
,	PUNCT
я	PRON
сказала	VERB
,	PUNCT
што	SCONJ
наступным	ADJ
разам	NOUN
я	PRON
буду	AUX
размаўляць	VERB
ужо	ADV
толькі	PART
па-беларуску	ADV
.	PUNCT

А	CCONJ
калі	SCONJ
беларусы	NOUN
не	PART
будуць	AUX
мяне	PRON
разумець	VERB
,	PUNCT
гэта	PRON
іх	DET
праблема	NOUN
.	PUNCT

Навучылася	VERB
я	PRON
даволі	ADV
хутка	ADV
--	PUNCT
менш	ADV
чым	SCONJ
за	ADP
два	NUM
гады	NOUN
.	PUNCT

Вучылася	VERB
толькі	PART
самастойна	ADV
,	PUNCT
чытаючы	VERB
Біблію	PROPN
ў	ADP
беларускім	ADJ
перакладзе	NOUN
,	PUNCT
слухаючы	VERB
Свабоду	PROPN
,	PUNCT
гледзячы	VERB
Белсат	PROPN
...	PUNCT

Вельмі	ADV
шмат	ADV
я	PRON
вучуся	VERB
праз	ADP
ліставанне	NOUN
са	ADP
сваімі	DET
беларускімі	ADJ
сябрамі	NOUN
.	PUNCT

У	ADP
мяне	PRON
ёсць	AUX
супрацьлеглая	ADJ
праблема	NOUN
,	PUNCT
якая	PRON
,	PUNCT
як	SCONJ
правіла	NOUN
,	PUNCT
бывае	VERB
з	ADP
замежнай	ADJ
мовай	NOUN
:	PUNCT
я	PRON
магу	VERB
цалкам	ADV
без	ADP
праблемаў	NOUN
чытаць	VERB
,	PUNCT
разумеючы	VERB
практычна	ADV
ўсё	PRON
,	PUNCT
магу	VERB
даволі	ADV
без	ADP
праблемаў	NOUN
пісаць	VERB
--	PUNCT
але	CCONJ
маю	VERB
праблему	NOUN
з	ADP
размоўнаю	ADJ
мовай	NOUN
.	PUNCT

Таму	ADV
што	SCONJ
,	PUNCT
на	ADP
жаль	NOUN
,	PUNCT
у	ADP
большасці	NOUN
няма	VERB
з	ADP
кім	PRON
практыкавацца	VERB
.	PUNCT

Telegraf.by	X
:	PUNCT
Як	ADV
вы	PRON
ацэньваеце	VERB
моўную	ADJ
сітуацыю	NOUN
ў	ADP
Беларусі	PROPN
?	PUNCT

Вранава	PROPN
:	PUNCT
На	ADP
жаль	NOUN
,	PUNCT
я	PRON
бываю	VERB
